Bias,OutgroupAttitudes,NeedForCognition,ValuesThreat,BigFiveAgreeable,BigFiveOpen,GeneralizedThreat,GeneralizedThreat_OutgroupAtt,SymbolicThreat,ProtestantWorkEthic,Unpredictability,Loneliness,Religiosity,SDO.fDOM,SDO.fEGAL,SystemJustification,ID.fSELFINVESTMENT,ID.fSELFDEFINITION,Contact_quality,Contact_negative,Contact_quantity,Contact_numberfriends,Contact_frequency,BeliefInJustWorld,Entitativity,RWA.fCONS,RWA.fTRAD,RWA.fAUTH
1.95461383,-2.42086486971254,0.003529235,3.3203291,-0.07700336,0.07203568,0.15231706,2.05492021972762,1.865161864,-0.726091166,-2.71597035,0.52425421,-1.379921811,-1.397958067,-1.324900384,-2.254098421,-1.962876932,-1.878432767,-2.030541332,2.175038762,-1.503528426,-0.88861983,-1.11380143,-2.592134367,-0.196825379,-1.917403633,-2.753298144,-0.481401081
0.13803197,-0.578990789516465,1.662991398,1.8699016,0.34636072,0.744314127,3.04881661,-0.597161590354362,-0.348502725,-0.156788644,-0.089017021,0.50960038,-1.208361362,-1.435044532,-1.36145786,-1.234666975,0.537393133,0.156479513,-0.025319065,-0.134126817,0.353409565,0.11138017,-0.11380143,-0.715410529,0.173174852,-1.926370653,-2.76386243,-0.458878484
0.52597152,-1.4999278296145,-3.985282631,-2.060841,-0.88005573,0.007016571,0.80146349,1.6426209599172,1.356216834,-0.647214888,3.391120623,0.52425421,-1.306441743,-0.82167542,-0.617843947,-1.364197227,0.152765412,-0.041467146,-0.887961145,0.460929134,0.279714202,1.11138017,-0.11380143,-2.075264146,-0.452114285,-1.32016715,-2.545158471,-0.437510961
1.0463229,-1.4999278296145,1.52983739,1.8340577,0.34636072,0.07203568,-0.09190898,-1.18774710138425,1.97902969,-0.356115992,1.611296138,0.19374038,-1.110280981,-1.252440535,-0.87658138,-1.401554337,-0.220686572,-0.315820931,-0.317468346,-0.085270598,-0.916558611,-0.88861983,-0.11380143,-1.981784986,0.498299379,-1.602067602,-2.610120447,-0.474092429
0.45518549,0.848198445580545,2.785619306,1.7623697,-1.7267839,0.744314127,3.97003298,3.05780499056793,1.85647217,-1.194288212,0.722516776,-0.25581728,-0.812957596,-1.455696502,-1.368201816,-2.160219474,0.17697125,0.25411408,0.784451066,-1.059449608,0.609605015,0.11138017,0.88619857,-2.257471946,1.755669078,-1.581267994,-2.561169369,-0.492442916
-0.12214372,1.26288329067962,1.473827806,-1.2101733,0.34636072,0.744314127,-1.41804574,0.227436929266475,0.783079651,0.389216834,-0.661303024,-0.25486058,0.440983133,-0.324640886,-0.273725481,1.566346594,1.050050853,0.867220049,0.157484251,-0.181771688,0.722577077,0.11138017,-0.11380143,0.262624893,0.83671349,-0.668263916,-1.486015844,-0.385019531
-4.40342268,3.10475737087569,2.112233075,-2.6247568,-0.76805157,0.440684458,-1.22950749,-2.60293113203498,-2.016605833,0.005112404,1.092486046,0.52360153,0.603199015,-1.432191928,-1.311350698,0.0455208,-2.328404331,-2.522405627,1.221495772,-1.538669757,0.203225144,0.11138017,0.88619857,-0.576094557,1.381961324,0.146580606,0.737536758,0.073152066
0.13803197,0.341946250581575,-2.609741262,1.8340577,1.03740893,0.07203568,0.58508135,0.227436929266475,0.020614773,0.069972716,-1.199881448,0.52417235,-0.98864669,-0.614835909,-0.550299956,1.280797757,1.054296084,1.107322284,-0.154579939,-0.136292856,-0.951279327,-0.88861983,-1.11380143,1.724171015,0.887009357,0.519014177,0.531748394,0.260490411
-1.67854989,0.341946250581575,1.783157679,-2.060841,-1.19141566,0.744314127,1.23422778,-3.13223689614087,0.427186038,0.178288833,1.473342168,-0.98774391,1.539196656,-0.662746022,-1.109261735,-1.518890614,-1.343821142,-1.233562067,-1.540441237,1.718009134,0.355351586,0.11138017,-0.11380143,-1.510764933,0.372817659,1.607518395,1.229075061,0.427639358
-0.71328113,0.848198445580545,0.79961369,-1.1026413,0.34636072,0.07203568,-4.34238919,-1.89533911670962,-2.272306214,1.174829756,-0.037548154,0.52411077,1.475693803,2.474150409,2.596950507,1.749960679,-0.184490818,-0.139234478,0.83296751,-1.058696723,-0.460860273,0.11138017,-0.11380143,2.303131319,0.153134876,2.028196362,4.151443691,0.696977006
1.95461383,-0.578990789516465,-0.636513949,-1.881621,0.34636072,0.744314127,-0.55251716,-3.0152303918454,-1.11628997,0.78470549,-1.635026779,-0.25581728,0.207986089,-1.153341387,-1.269466952,-0.37756876,0.939525335,1.157009105,0.182139763,-0.964030804,-0.708506586,-0.88861983,-0.11380143,1.060665786,0.870614059,1.017135667,2.080195282,0.444053036
1.0463229,-2.42086486971254,-2.178030668,2.5413494,-0.50036745,-1.272521215,3.97003298,3.05780499056793,1.532385619,-1.27623817,-2.644184696,-0.25578898,-1.306441743,-1.337898255,-1.278634537,-2.338611173,-1.542166703,-1.364464655,-2.897172307,3.518574419,-1.303213725,-0.88861983,-1.11380143,-2.766835954,1.456246249,-1.963517619,-2.932207798,-0.538293515
1.96842202,-1.4999278296145,-0.87822207,1.8699016,-0.34468748,-0.600242768,1.23422778,0.522729684781421,0.09356544,0.175268458,0.534100797,-0.18766603,-1.306441743,1.694578871,1.027442201,0.510944322,0.242228106,0.171041007,-0.186399507,0.838904889,1.657347487,3.11138017,1.88619857,-0.168745538,0.265251609,-0.375910605,-2.200315531,-0.375633874
0.13803197,-0.375906582425939,0.085951522,-1.2101733,-0.34468748,0.744314127,0.15231706,0.935028944591839,1.021403831,0.414513671,1.676786235,0.52425421,-1.152136692,-0.530848539,-0.772485238,1.630167525,-0.254872385,-0.34649131,-1.169009284,1.226179542,-1.45233658,-0.88861983,-1.11380143,1.439143493,-0.417836454,-0.584267199,-2.109007556,-0.349718767
1.0463229,-0.0727385945174947,1.240656869,0.3119422,0.76972481,0.07203568,1.69483596,-1.30475360567973,1.024982368,0.762783828,1.836936149,-0.25581728,1.239050644,1.623712752,0.824636274,1.348520815,1.325574552,1.491198836,0.31709298,0.200530472,0.746592163,1.11138017,-0.11380143,2.136777868,0.992238392,2.407899159,3.666782303,0.660893772
0.09486233,0.341946250581575,-1.787593469,0.2402542,0.23435656,-0.23159399,-0.55251716,-3.0152303918454,0.13022245,0.965024497,1.815950626,-0.25581728,1.738047076,-0.884871056,-0.326000807,-0.203851389,1.168414356,1.128232179,2.216774958,-1.396611103,-0.857246568,-0.88861983,-1.11380143,1.911370421,-0.664007775,2.884094379,5.351026215,0.850769262
1.95461383,-1.4999278296145,-1.496426601,1.0192339,0.34636072,0.07203568,3.29304265,1.93791371543215,1.489470473,-0.967676542,2.635675462,-0.25578898,-1.069561788,-1.447945923,-1.349455292,-2.171111475,0.134436927,-0.33193682,-1.352579842,1.6531109,-1.038764432,-0.88861983,-1.11380143,-2.056995797,-0.442460584,-1.681407423,-2.369227551,-0.369201823
-0.19292975,0.0387782626731313,1.048899328,0.3836302,-0.03332756,0.744314127,1.26207167,0.522729684781421,0.002310668,-0.27985036,0.557747092,-0.25581728,0.376053717,-1.445745692,-1.371846471,1.290972945,0.335667607,0.584045689,1.256278826,-1.564172446,-1.038787965,-0.88861983,-1.11380143,1.353460881,-0.04567365,-0.948634759,-2.277218277,-0.476209579
-1.67854989,3.10475737087569,2.817552735,-2.6247568,-0.65604741,-0.730280985,-1.44588963,-2.60293113203498,-2.057730486,1.031556723,-3.435949471,0.52425421,1.393660046,-1.443883171,-1.339879967,3.12958945,-1.269658003,-1.492965674,2.281542315,-2.070993956,2.209031074,2.11138017,1.88619857,1.758694928,-1.024694559,-0.487530196,-1.112594025,-0.443418955
1.95461383,-1.4999278296145,1.5858405,2.5771934,0.34636072,0.744314127,2.39967018,3.47010425037835,2.427155168,-0.156653494,1.676786235,-0.25578898,-1.208361362,-1.170723953,-0.980089454,-0.734741421,0.880854747,0.973400949,-1.195683203,2.033427615,-1.480901191,-0.88861983,-1.11380143,-0.652314214,1.446811091,-1.279792166,-2.532988472,-0.433637734
1.63746031,-1.4999278296145,0.794960776,-0.5028815,-0.18900752,-0.665261877,1.04568953,2.76251223505298,1.85647217,-0.949270034,-0.95314323,-1.03588877,-0.612740828,-1.459152613,-1.376561201,-1.584171388,0.362340678,0.257936832,0.525099151,-0.631124257,0.422274082,0.11138017,0.88619857,-1.405871477,-0.203668798,-1.535079371,-2.388396546,-0.444367848
-0.19292975,0.756631095680645,-1.170204782,1.0909219,-0.18900752,-0.600242768,-2.3392621,2.17192672402309,0.323594726,0.14073561,0.878046922,0.52425421,0.765307159,0.49766709,0.672501274,-0.710830279,0.463115562,0.686510046,-0.954515016,1.604387505,0.106422021,0.11138017,-0.11380143,-0.438942348,-1.155377972,1.068333062,2.363718538,0.158735472
-1.76314411,0.545030457672101,-0.739257668,-1.1743293,-1.03573569,-0.296613098,1.45060992,-2.83694414062593,0.449005829,0.160002516,0.397597177,-0.23907176,0.369661452,1.47864052,1.303572171,0.332510745,-0.322466347,-0.637037046,-0.282713358,0.777255602,1.398197128,2.11138017,2.88619857,0.821513119,-1.231252895,-0.271833488,-0.386010636,-0.055123412
-1.67854989,3.10475737087569,-0.104545375,-2.6247568,0.34636072,0.375665349,-1.44588963,-2.60293113203498,-2.220457525,0.840115767,-0.240992221,0.52425421,0.025283552,1.633443468,1.172312963,0.924002928,0.144930976,0.143409659,1.470281784,-0.891156396,-1.322893442,-0.88861983,-1.11380143,1.179784114,-0.67022226,0.227234487,1.383717267,0.381282872
0.13803197,-1.4999278296145,-2.424940814,2.5771934,-1.45909978,0.375665349,0.82930738,2.46721947953804,0.669387336,-1.190615185,1.836936149,0.52425421,-1.017252833,-1.305435487,-1.004761632,-2.057274715,-1.889042111,-1.622289944,-0.325784849,0.681969747,-1.41556808,-0.88861983,-1.11380143,-2.854587492,-1.720556395,-1.67952263,-2.42611525,-0.455882471
3.77119569,-2.42086486971254,2.271112718,-2.9115087,-0.03332756,0.375665349,-3.17694679,6.35619906905128,1.733802856,-0.156906919,-0.182661115,0.52417235,-1.365628461,-1.455696502,-1.368201816,-1.066975967,1.732655883,1.789254731,-2.645613279,3.474977521,-0.922473756,-0.88861983,-0.11380143,1.052520326,-1.776152938,-1.49639191,-2.557121691,-0.474034656
-0.25455555,-0.27582280160802,2.453167197,-0.3236616,-0.88005573,-0.665261877,-1.44588963,-2.60293113203498,-1.475971528,0.706273697,1.42288016,0.52425421,0.108895729,2.447712116,2.030235251,1.501259334,-0.59671215,-0.407740666,-1.02812027,0.414170758,-0.988908034,-0.88861983,-1.11380143,1.243750861,-1.091433053,1.532096337,1.651604623,0.403496348
1.62365211,-1.4999278296145,-1.616800426,1.7623697,0.50204069,0.07203568,0.82930738,2.76251223505298,1.238458027,-0.279295993,-1.804691051,0.52360153,-0.791710214,-1.455696502,-1.368201816,-0.993470897,-0.224316625,-0.098645323,-1.274661713,0.877712092,-1.442492266,-0.88861983,-1.11380143,-0.621664711,-0.121326522,-1.028407433,-2.186326994,-0.419284964
-0.45310544,0.341946250581575,0.586655963,0.3836302,-0.07700336,-0.665261877,-0.76889931,-1.18774710138425,-1.351848981,-0.058255053,0.017867546,0.52425421,1.10289369,-0.629405764,-0.152045003,1.125282428,0.315891322,0.285409398,0.987934226,-1.082766842,1.611502207,1.11138017,0.88619857,0.231334631,-0.74973899,0.988010865,3.273103954,0.465259909
0.46899369,-0.78207499660699,-2.151971924,-1.2460173,-0.18900752,-0.665261877,0.34085531,-0.184862330543943,-0.081222039,0.218227628,-1.56347543,-0.25578898,-1.236752605,2.561724952,1.738600552,0.497033603,-0.475784886,-0.603238646,-1.225498776,0.503825462,0.247429769,0.11138017,0.88619857,0.328776802,0.011413614,0.020703833,-1.28126932,-0.187524344
-1.67854989,0.341946250581575,-1.262941247,-2.6247568,-0.92373153,0.744314127,-1.44588963,-1.4830398568992,1.663300704,-1.073315044,-0.881591881,0.52425421,1.387151392,-1.25089505,-0.872843274,-2.065836905,-0.877319923,-0.956349437,-0.567658802,-1.100575226,0.305918927,2.11138017,-0.11380143,-2.456423797,-1.516074918,-0.279357531,-2.076853424,-0.411351113
0.45518549,0.848198445580545,-0.498177984,0.4911621,0.34636072,0.744314127,-1.44588963,-2.60293113203498,-1.458400737,0.015054001,-0.517997899,-1.03568335,0.449153998,-1.379362342,-1.343274694,0.94660793,0.217341466,0.495276558,0.979541367,-1.907957478,-1.032736461,-0.88861983,-1.11380143,0.56331144,0.409881672,-1.437670355,-2.522694612,-0.476374978
-1.10122068,0.848198445580545,0.478154415,-1.881621,0.0786766,0.07203568,-2.12287996,-1.89533911670962,-1.847154718,0.555335291,-2.914215837,0.52417235,0.396954436,3.192418972,2.886538258,1.56616229,0.166057746,0.136799487,1.210921195,-1.028426446,2.656262206,3.11138017,2.88619857,1.266099551,-0.274768774,1.995207441,2.097036718,0.388588072
0.59675754,0.127428967118342,0.910988283,1.8340577,0.34636072,0.440684458,2.61605232,3.05780499056793,1.920625764,0.11781301,0.717897007,-0.20065426,-1.306441743,-1.456710282,-1.368532869,0.801564702,-0.012143982,0.225650642,-0.741218049,-0.000130272,0.834485167,0.11138017,-0.11380143,0.361527454,1.804324779,-1.431964614,-2.34142485,-0.442050686
-1.67854989,0.341946250581575,0.257168833,1.0550779,0.61404485,0.744314127,-0.74105541,2.17192672402309,0.597392992,-0.072997637,-0.240992221,0.52425421,-1.205384209,-1.341895656,-1.280007411,-1.620367713,-1.154008863,-1.011195991,1.466012552,-1.160455543,0.858123392,1.11138017,0.88619857,-1.907780313,0.232002319,-1.392344082,-2.507954048,-0.472540698
1.95461383,-2.42086486971254,-0.172175863,1.7623697,0.34636072,0.744314127,4.18641512,3.05780499056793,0.940593494,-0.825390794,-1.125520481,-0.18766603,-0.542498715,-1.433446476,-1.314385106,-1.903893959,-0.322618236,-0.349314293,-0.801251922,0.775491399,-1.261929665,-0.88861983,-1.11380143,-1.504926679,1.339232023,-1.602067602,-2.610120447,-0.474092429
0.06724594,-1.60001161043242,-0.992987173,2.6130374,-0.61237161,-0.968891546,-0.74105541,2.76251223505298,1.064318977,-0.629298652,2.27208148,-0.82030283,-0.731585669,-0.637070238,-0.394005932,-0.200171052,-0.581782284,-0.588719867,-1.094286942,0.833254672,-1.171819068,-0.88861983,-1.11380143,0.111325765,-0.691121659,-1.074250496,-2.097053466,-0.472825412
-0.78406715,0.848198445580545,-4.131484432,-1.1384853,0.61404485,-1.272521215,-1.66227178,-0.480155086058889,-0.40813758,0.449892334,0.921341074,-0.2551646,1.68790119,1.369089203,1.225959969,1.579036726,0.389324847,0.471220367,0.736628685,-1.062442945,0.401775727,0.11138017,-0.11380143,1.368502942,-0.602253052,1.062487144,3.252676092,0.492843412
0.13803197,0.341946250581575,-2.623070965,-1.1743293,0.34636072,0.440684458,-1.44588963,-1.18774710138425,-0.299773034,-0.088321185,-1.276178131,0.07678824,0.951758602,0.56410235,1.614845571,0.021792243,-0.20534548,-0.382573459,1.386853502,-1.172307471,1.88837656,1.11138017,0.88619857,-0.151737165,0.484896329,0.355213303,1.64658381,0.286643259
2.54575124,-2.00618002461347,-1.082655561,1.7623697,-0.18900752,0.744314127,1.72267985,3.05780499056793,0.190987529,-0.267487809,1.674775972,-1.03568335,-0.294106194,-0.171960354,-0.410901988,-0.498352999,-0.230097408,-0.313892803,-1.855174602,0.997465201,-1.4589642,-0.88861983,-1.11380143,-1.021560513,-2.664195092,-0.11677579,0.356777012,0.191551278
-0.17912155,-0.164305944417394,1.213503769,0.3477862,-0.65604741,0.440684458,-0.55251716,-2.30763837652004,-0.634555277,0.00821985,-0.67845864,-0.2557555,-1.293465657,0.322501709,0.596843935,-1.13875631,0.153815984,0.00021867,0.149735019,-0.496819928,1.244645348,2.11138017,1.88619857,-1.33930417,-1.444451702,-1.242892156,-2.391631779,-0.372812662
-0.77025896,-0.0727385945174947,-0.709424327,-2.6606008,-0.34468748,0.137054789,-0.09190898,-1.18774710138425,-0.440877976,-0.258959103,-1.055041949,-0.25578898,-0.87104814,-0.65868739,-0.339126544,-0.029490686,-1.644624197,-1.738240702,-0.978198801,0.447199976,-0.217580583,0.11138017,-0.11380143,-0.031118494,0.324225831,-0.938349369,-1.82312349,-0.289041175
-1.36139637,0.341946250581575,0.44250608,1.0909219,-1.03573569,-0.665261877,0.12447316,0.935028944591839,0.889223317,-0.074691651,-0.121283973,0.52360153,0.892381808,-1.408988424,-1.303049859,-0.682297298,-0.252973929,-0.374399991,-0.57484204,0.789960865,0.540250121,1.11138017,-0.11380143,-0.632119267,0.090767903,-0.479718223,-0.763834824,-0.163564276
-1.67854989,0.341946250581575,0.276549924,-2.6247568,-0.18900752,0.007016571,-1.44588963,-2.60293113203498,-2.229391068,0.563474619,-2.483861621,0.52425421,-1.306441743,3.030569587,2.948783849,1.293139302,-1.056674602,-1.056044575,1.012975686,-0.796819426,-1.335869409,-0.88861983,-1.11380143,0.207170081,0.771545417,-1.015377451,-2.259433275,-0.381313826
1.30649859,0.0387782626731313,1.364026788,0.3477862,-0.76805157,0.07203568,0.82930738,2.46721947953804,0.813502999,-0.305262867,2.999269444,-0.25578898,0.792807372,-0.200141495,0.224179103,-0.222521624,1.173062156,1.018597381,-0.317617526,0.302774409,-1.136939054,-0.88861983,-1.11380143,-1.618600601,0.385282405,-0.373539183,-0.601132168,-0.378113502
-1.67854989,1.26288329067962,-0.860282408,-1.917465,-0.18900752,0.07203568,1.9112181,-2.01234562100509,-0.433177312,0.292010923,-0.666503508,-0.2551646,1.191512032,0.595209107,-0.105980913,-0.163664776,-1.453447039,-1.646819143,0.797881321,0.05223452,2.559677913,1.11138017,-0.11380143,0.925769184,0.786775179,0.636923484,3.756293507,0.551968155
-1.53697784,1.05979908358909,1.443559573,-0.3236616,-1.03573569,-0.23159399,-1.2016636,0.344443433561948,0.033733626,-0.016207894,2.055379256,-1.03588877,-0.971826363,-1.112453182,-0.638329281,-0.031684848,-1.254285985,-1.029934222,0.293891616,-1.348364364,-0.462252568,0.11138017,-0.11380143,-0.866949784,0.373525785,-1.347237315,-2.478189536,-0.42491116
0.71536118,0.545030457672101,-0.676442667,0.4911621,0.34636072,-1.033910655,3.4815809,-2.83694414062593,-1.363595222,-0.036002672,-0.286296635,0.52417235,1.142433459,0.907549913,0.481486178,0.97949653,1.268650105,1.136827733,1.93146524,-2.115089653,0.066116115,-0.88861983,-0.11380143,2.780454789,-1.383598983,-0.337602933,-1.023578039,-0.168127419
1.0463229,0.341946250581575,1.869053788,0.4911621,0.61404485,0.440684458,-2.55564425,-1.4830398568992,-2.272306214,-0.167379615,2.500075501,0.52425421,0.799978912,0.842567306,1.781907087,-0.73986326,-0.139328207,-0.579312712,0.306533546,-1.40652408,1.573383611,0.11138017,-0.11380143,-0.041442499,-0.189365262,0.447593049,1.118617805,0.082989056
-0.45310544,-0.0727385945174947,-3.081352753,1.0909219,0.34636072,0.07203568,1.04568953,0.935028944591839,0.555373946,-0.309268028,0.722516776,0.37196545,-0.711972205,-1.315125551,-1.270813443,-0.86442389,0.54768447,0.662481935,-0.241264793,0.689852222,0.694138131,0.11138017,0.88619857,-0.720693414,-0.285483244,-0.592730696,-1.544607085,-0.21962438
1.69443814,-2.1176968818041,1.020801224,0.2044102,0.34636072,0.744314127,1.72267985,1.6426209599172,1.306756729,-1.332342706,1.473342168,-0.2551357,-1.110280981,-1.455696502,-1.368201816,-2.29758131,0.311247597,0.215892003,-1.558168632,0.920873313,-0.211565089,-0.88861983,-0.11380143,-2.422772952,-0.344458645,-1.706127642,-2.705359714,-0.453627494
0.13803197,-1.4999278296145,0.291210176,2.6130374,-0.18900752,0.07203568,2.37182629,0.522729684781421,0.65186277,-0.013908627,-1.039731533,-0.25492294,-1.152136692,-0.56580072,-0.371844401,1.459289105,-0.480492682,-0.629687822,-0.491636866,0.716183104,-1.420274097,-0.88861983,-1.11380143,0.850492557,1.009877995,-1.779062604,-2.727194616,-0.460695491
0.45518549,-0.0727385945174947,-1.333933096,1.1626099,0.34636072,-0.665261877,-2.55564425,1.05203544888731,-0.288384087,0.429653912,0.717897007,0.52335987,1.471581616,1.821674484,1.487165427,1.620592446,0.904800243,0.976407211,0.696776877,0.121588461,-0.54675988,-0.88861983,2.88619857,1.426186228,0.095413057,2.188645157,5.078824188,0.933249846
2.86290476,-2.42086486971254,2.554333043,0.2402542,1.03740893,0.744314127,1.28991557,4.29470276999919,2.489835968,-0.288529281,3.59456469,0.52425421,-1.306441743,-1.455696502,-1.368201816,-2.107327464,-0.619550154,-0.364286337,-1.582583291,2.086203613,1.413155567,0.11138017,0.88619857,-0.408407579,0.612822835,-1.926370653,-2.76386243,-0.458878484
0.72916938,-1.70301203670503,-4.44584348,2.5771934,-1.45909978,-1.272521215,2.39967018,3.05780499056793,2.407588404,-0.5240603,-0.354443112,-0.25646996,-1.208361362,-1.340107859,-1.148645518,-1.5012703,-0.775631445,-0.858243195,-2.439026871,2.660177389,-1.529022992,-0.88861983,-1.11380143,-1.252693955,0.400909039,-1.735434916,-2.560448853,-0.410361036
-1.4183742,2.80158938296725,-1.324961908,0.4911621,1.03740893,0.744314127,5.70109013,-5.90132521051833,-1.414784091,0.002357782,2.95396503,0.50960038,-1.128204457,-1.435044532,-1.36145786,-0.957667825,0.163882684,-0.006296788,0.909114121,-1.834129186,0.829724923,1.11138017,-0.11380143,1.453859142,-0.787003566,-0.253547122,-2.223653309,-0.335188665
