Bias,OutgroupAttitudes,SymbolicThreat,ValuesThreat,BigFiveAgreeable,GeneralizedThreat,Unpredictability,Religiosity,SystemJustification,ID.fSELFINVESTMENT,ID.fSELFDEFINITION,Contact_quality,Contact_quantity,Contact_numberfriends,Contact_frequency,BeliefInJustWorld,Entitativity,RWA.AUTH,SDO.EGAL
-0.06957339,1.88540637311297,-1.064390289,-1.125747664,0.46532783,-0.59525029,-2.84059488,1.683793885,1.188294428,1.358968275,0.369134711,0.784725841,-0.7130117135,-0.6913582148,-1.2561730588,1.8725957411,-0.2067546,-0.015210704,-0.283501946
-0.06957339,0.889465929803318,-0.028382224,0.427674397,0.26152644,0.66678842,-0.77296601,-0.383201293,0.937356408,0.717700759,0.565280325,-0.5251893253,0.2310103248,0.3086417852,-0.2561730588,1.2586167371,-0.27325633,-0.0009167135,0.490487174
0.92357769,-1.10241495681598,0.810443081,-0.349036634,0.25019246,-1.85728901,1.04693539,0.631151311,0.432797621,0.715334252,0.566448187,-0.3128821628,-2.0760872368,-1.6913582148,-2.2561730588,0.3717695828,-0.01284267,0.2791100366,-0.004671086
-0.06957339,1.88540637311297,-1.090021081,-1.125747664,-0.72347853,0.66678842,-2.84059488,1.700533395,-2.013646115,-0.830239701,-1.021426564,0.7033551127,-1.385141963,-1.6913582148,-2.2561730588,-2.7381952397,-0.99437717,0.5322517618,-1.020833294
1.38537357,-0.488047196556016,0.98440369,0.343931918,-0.53101113,2.93273643,,1.604337346,1.089791706,1.708638194,1.457481812,-1.1007851285,0.8325327785,0.3086417852,0.7438269412,1.8696105638,0.58769517,0.1905370425,0.540479709
3.72438283,-2.09835540012563,1.331270031,1.120642949,0.46532783,4.19477514,2.82377008,1.508533391,2.46196451,2.164764533,2.049376349,-0.8545579032,-2.1519023295,-1.6913582148,-2.2561730588,2.7900524891,-1.60185202,,0.2147503
-0.06957339,-0.862486698517926,-1.064390289,-1.125747664,0.05772506,-0.84384358,1.90439614,-0.289669625,-1.307903628,-0.790460615,-0.34144481,0.883136029,0.7024794769,0.3086417852,-0.2561730588,-0.4553638452,-0.62917914,-0.0009167135,-0.514028022
-1.06272446,-0.106474513506332,-1.043001698,-0.349036634,0.26152644,-0.08852758,-0.64910228,-1.103766667,-0.639069497,-1.237254448,-0.464966879,-0.276363854,-1.0389245802,-1.6913582148,-1.2561730588,-0.9855869764,0.15241459,-0.441938834,-0.567950541
0.6033557,-1.10241495681598,-0.895740592,-1.209490143,-0.32720975,-3.6165143,2.27213433,-0.52092388,-0.453561018,-0.064579664,-0.311148406,-0.2804408361,0.3200522497,-0.6913582148,1.7438269412,-0.4774633355,0.6584271,-0.0304433411,-0.924043797
-0.06957339,1.88540637311297,-1.043001698,-1.125747664,0.86159661,0.66678842,-2.47997943,0.966342377,-0.104648518,-0.879789492,-1.236585612,0.7690499674,-0.3317973985,-0.6913582148,0.7438269412,-1.868646139,1.46003455,-0.3914022041,-1.034645359
-0.06957339,1.88540637311297,-1.064390289,-1.125747664,0.86159661,0.66678842,-2.84059488,-1.194937985,2.461177233,2.208993041,2.197009215,1.0520276037,2.1631298275,2.3086417852,3.7438269412,1.827195935,1.5230376,-0.3914022041,-0.97476657
-0.06957339,0.889465929803318,1.407811114,1.981096458,0.46532783,0.16006571,2.74131185,-0.203298801,1.295110237,0.612205958,0.473170612,0.1662441894,1.4057117836,2.3086417852,0.7438269412,0.9099232669,-0.51669805,0.1673579965,1.102205042
-1.20429837,0.0243297634439961,-0.402002286,0.511416876,-0.33854373,-1.84775287,-1.97188755,0.436898875,-1.482963426,-2.123755553,-1.432992882,-0.3074640453,0.146680804,1.3086417852,0.7438269412,-2.0546859561,-1.30384413,0.1314837873,-1.020833294
0.92357769,-2.09835540012563,-0.990212685,-1.209490143,-0.14607632,-0.08852758,2.01881796,0.566379322,0.028677846,-1.646322717,-1.178418701,-0.8024442349,0.6576999559,0.3086417852,1.7438269412,-0.5655374451,-1.21508537,0.4696320346,1.56920692
0.10907469,-0.357242919605688,-0.159361139,-0.516521591,-1.33488268,0.66678842,-1.86871231,1.466013603,0.632524189,1.250267616,0.816660178,-0.9352478954,-0.2109178461,0.3086417852,-0.2561730588,0.776366563,-0.65747656,0.6020325354,0.746080204
1.24379967,-1.23321923376631,2.301103977,1.813611501,-0.33854373,0.66678842,1.35742533,0.389521011,0.585283547,-0.091516191,-0.238678462,-0.4921462661,0.3298203645,1.3086417852,1.7438269412,1.0852861271,-0.34624956,0.2638842881,0.816098349
-2.05587554,-1.10241495681598,-0.974976859,-1.125747664,-0.9386139,-4.62042359,-1.57367899,-0.293480305,-0.863466965,-3.471683904,-3.225055079,0.8381672371,1.2813147988,1.3086417852,0.7438269412,-0.1070965688,-0.31607185,-0.1333172143,-0.999146683
2.58965785,-0.851646550716626,-0.274309865,2.841549967,-0.53101113,2.68414314,3.34160323,2.07872648,-0.896245592,-0.565203837,-0.512507607,-1.4352411774,-0.7129521306,0.3086417852,-0.2561730588,-1.1314194922,-1.08736286,0.5286852897,-0.826460043
-0.21114729,-0.971610679865654,-1.064390289,-1.125747664,0.25019246,0.66678842,-1.39571186,-1.212810976,-1.964691901,-1.749782074,-2.400604362,0.9410810917,0.9819654523,-0.6913582148,0.7438269412,-0.1101108076,0.46389309,-0.5448127072,-0.97476657
-2.19744944,0.889465929803318,-0.960821679,-1.209490143,-0.13474234,-0.84384358,-1.74484858,-1.311102345,-1.531688665,-1.609734063,-1.734900605,0.3682942782,1.1715274535,0.3086417852,1.7438269412,-1.1925334904,-0.01428706,-0.441938834,-0.487644584
-0.06957339,-1.10241495681598,1.644238034,1.981096458,-0.13474234,0.66678842,0.80892068,-0.785032669,0.063406378,-0.547398025,-0.388681519,-1.223558697,0.8229502834,0.3086417852,-1.2561730588,0.3607707324,-0.84363336,0.0724305322,2.34292727
-0.06957339,1.88540637311297,-0.755196995,-1.125747664,0.06905904,0.66678842,0.35438006,1.056355874,-0.209167514,1.302639083,0.680924096,0.6167029544,0.4747732801,1.3086417852,0.7438269412,0.3858261059,0.1223417,0.2343576606,-0.9854643
-0.06957339,0.889465929803318,-0.974976859,-1.125747664,-0.14607632,0.66678842,-2.84059488,1.226769982,1.624058518,0.906084267,0.605167581,0.9669060237,1.0414923333,-1.6913582148,0.7438269412,2.2631256905,0.72108243,-0.0580799512,-0.383777035
-0.06957339,1.88540637311297,-1.009318754,-1.125747664,-0.9386139,-0.84384358,-1.77309964,-0.888525904,-1.073301241,0.735185944,0.920167372,0.3341482284,-0.3440231151,-0.6913582148,-1.2561730588,-1.7440283122,-1.43422704,-0.4124122064,-0.866046663
-0.06957339,0.366248822002006,1.492391631,3.869488434,0.65779523,1.17351114,1.02379339,1.130464546,1.171206315,1.450239708,1.370407863,0.0052699144,0.2463646146,0.3086417852,0.7438269412,1.1584925696,-0.33231606,0.3846688335,0.695855676
0.6033557,0.889465929803318,-0.9083016,-1.209490143,0.86159661,1.92882714,0.26167903,1.02982123,-0.730033547,2.002729309,1.804097243,0.1498045078,0.9635482262,-0.6913582148,1.7438269412,-1.5872558392,-0.43946018,0.3372315338,0.087201794
0.92357769,-1.10241495681598,-0.543913574,-1.125747664,0.25019246,1.92882714,1.04693539,-0.601054592,-0.818934293,0.080300547,-0.760401813,-0.7598383286,-2.4129993306,-1.6913582148,-2.2561730588,-1.0605186158,-1.06241369,-0.0009167135,0.398614294
-0.21114729,-0.971610679865654,-1.064390289,-1.125747664,0.65779523,0.66678842,1.04693539,0.467320582,-0.324100121,0.364363351,0.400430425,-0.2631146392,-0.7095741155,-0.6913582148,0.7438269412,-0.9995247824,-0.99437717,0.0286099141,-0.989175485
1.77515485,-0.971610679865654,1.123866091,-0.432779112,0.26152644,0.16006571,1.41852658,1.294254236,0.992692113,1.932934735,2.096935992,0.7594406862,0.7626307374,1.3086417852,0.7438269412,0.4151908039,0.13951067,0.3372315338,-0.285549667
-1.06272446,1.88540637311297,-0.960821679,1.981096458,0.65779523,0.66678842,1.04693539,0.044258758,1.916013533,0.386085575,0.509027605,-0.1066313812,0.3941505433,-0.6913582148,-2.2561730588,-1.3468092657,-0.99437717,-0.3914022041,1.124715714
-0.74250248,1.63463796701361,-1.060762451,-1.125747664,-0.14607632,-2.1058823,-2.84059488,-0.297169141,-1.050458259,-0.231667531,-0.043468248,-0.3841698574,-0.988647627,-1.6913582148,-2.2561730588,-1.2004297872,-1.07492672,0.1019571597,-0.982455188
1.06515159,-0.23727879045666,0.746257461,-0.349036634,0.86159661,3.19086585,1.08623608,1.603294988,-0.120571616,0.345063499,0.26993967,-1.264212165,-2.2092391706,-1.6913582148,-2.2561730588,-0.8657356397,-0.91803523,0.1905370425,-0.345398928
-1.06272446,1.88540637311297,-1.009318754,-1.125747664,0.46532783,-0.08852758,-2.71673115,-1.212810976,-2.052241579,-1.85493809,-0.965986125,0.7328047824,-0.1958925628,-0.6913582148,-0.2561730588,-2.2631216493,-0.40129266,-0.1333172143,-1.020833294
-0.38979537,0.144293892593024,-0.402002286,-1.125747664,0.26152644,1.17351114,-1.94196396,0.661176533,1.643145898,1.104796725,1.254002054,0.2141927168,0.1999943361,0.3086417852,0.7438269412,2.1880050056,0.73497383,-0.279650164,-1.020833294
0.92357769,-0.106474513506332,-0.613096297,-1.125747664,-0.32720975,3.19086585,0.01229035,0.831012319,-0.014514396,1.139048314,1.106466817,-0.2467364489,0.3247696499,-0.6913582148,1.7438269412,-1.0749994049,0.59456664,0.1905370425,0.517050812
-1.06272446,-1.10241495681598,-0.5565555,1.455612863,0.65779523,-1.09243687,-1.53039037,-1.126081436,-1.307937882,-1.115430193,-1.332060033,-0.6121711821,-1.1782585047,-1.6913582148,-2.2561730588,-0.6081663906,0.33938689,-0.441938834,-0.476959064
0.74492961,-1.9783912709766,1.032541291,3.869488434,-1.33488268,5.19868443,3.11456426,-0.709334044,-0.685745299,-2.243195702,-2.882637342,-0.1939947338,-0.2602452016,-0.6913582148,-1.2561730588,-1.8168989521,0.91774758,-0.2056628795,-0.800442222
0.10907469,0.889465929803318,-0.453166878,-1.209490143,0.46532783,0.66678842,1.04693539,1.606258389,1.299974123,1.578488727,0.261328514,-0.0302211209,-0.939107553,-1.6913582148,-2.2561730588,1.556375179,1.05075324,0.2791100366,-0.999146683
-3.04902661,1.88540637311297,-1.064390289,-1.125747664,0.65779523,-2.35447558,-2.84059488,-1.064398785,-2.61020367,-1.271438559,-0.400419427,0.9109190575,1.1581209594,1.3086417852,-0.2561730588,-2.5128586011,-1.0477312,-0.2056628795,-1.020833294
-0.06957339,1.88540637311297,-0.049087436,-1.209490143,0.46532783,0.16006571,-1.74484858,0.730348047,0.737421549,-0.415156165,-0.254914723,0.202768515,-0.0759589705,0.3086417852,0.7438269412,0.6148416935,0.44555224,0.2638842881,0.068388639
0.46637084,-1.10241495681598,0.599458745,0.343931918,0.46532783,-1.36010243,0.80892068,0.13551338,1.264005083,1.944936482,1.529160902,-1.3104158481,-1.1593321823,-1.6913582148,-2.2561730588,2.1791648058,-0.27745037,0.1314837873,0.924558492
-1.06272446,-0.106474513506332,-0.990212685,-1.125747664,-0.9386139,-4.38136644,-0.89682974,-1.103766667,-0.367250444,-0.485845318,0.108979285,0.2178975596,0.8837243826,0.3086417852,-0.2561730588,-0.7139524212,0.30246413,-0.1333172143,-0.610697595
-0.03249922,-0.106474513506332,-0.141960386,-0.349036634,0.46532783,-1.59915958,-1.73753586,0.966573559,-0.009514704,-0.278743297,-0.467452687,-0.1308992198,0.249776064,-0.6913582148,-1.2561730588,-0.8562391596,-0.40524302,-0.0009167135,-0.932462881
1.77515485,-1.84758699402628,2.249126712,-0.516521591,-1.1310813,-0.59525029,3.65209317,-0.931246994,-2.448132098,-0.158450672,-0.290992589,-1.1465202112,-1.0262122852,-1.6913582148,-2.2561730588,-1.3275718881,0.5155861,-0.3914022041,0.973113016
-0.06957339,-1.10241495681598,2.686382063,3.009034925,0.46532783,0.16006571,1.04693539,0.375194016,-0.165662412,0.180919044,0.333662515,-0.6636385126,-1.5810946382,-0.6913582148,-1.2561730588,-0.6087386595,-0.62127823,-0.3095383332,1.533380477
0.92357769,-0.106474513506332,0.007223427,0.511416876,0.86159661,1.92882714,-1.4954599,-0.627867493,0.553906283,0.687541517,0.730339823,-0.62927754,-1.5716625335,-1.6913582148,-2.2561730588,0.3318789454,-0.18832394,,-0.26517306
-0.06957339,0.649537671505262,-1.064390289,-1.125747664,0.46532783,-1.85728901,-2.21636534,-1.212810976,0.714312542,0.602917021,-0.484452492,0.8441566622,-0.3380062152,-0.6913582148,-0.2561730588,1.1529205287,0.59446192,-0.2361910875,0.988055039
0.92357769,-0.106474513506332,-0.128132868,-1.293232621,-0.14607632,0.66678842,1.93302326,0.809467182,1.187908651,0.670599605,0.376019416,-0.4311571359,1.2446329632,1.3086417852,-0.2561730588,1.7632292851,-0.89338521,0.6020325354,0.048823688
-3.04902661,0.889465929803318,-0.755728027,-1.125747664,-0.14607632,-5.37573959,0.44311727,-0.935027329,-1.502187681,-1.629053627,-1.369424216,-0.2284600421,-0.6047893437,-0.6913582148,-0.2561730588,-1.5588700228,-0.19099564,-0.441938834,-0.182048896
-3.22767469,1.00943005895235,-0.679112204,-1.125747664,0.45399385,-2.35447558,1.04693539,-0.4593999,-1.197986575,-2.233956623,-2.188299933,0.186628867,-0.5132497504,-0.6913582148,1.7438269412,1.3942102924,-0.99273882,,-0.97476657
2.05830267,-0.982450827666954,0.741212215,1.204385428,0.05772506,2.17742043,2.20544417,0.999169785,2.125580724,1.999802223,1.549170761,-0.4236288352,1.4154838013,2.3086417852,1.7438269412,0.9926317204,-0.67091088,0.4258114165,2.076723206
-1.20429837,-0.106474513506332,-0.555006106,1.204385428,0.26152644,-3.86510759,-0.11157338,-1.212810976,0.512490674,-0.778420885,-0.724715059,-0.5426487958,-0.0757333617,-0.6913582148,-1.2561730588,-0.8873854191,-0.46324656,0.1753044054,0.162724601
-2.05587554,0.0134896156426961,-0.978495725,-1.125747664,-1.53868407,-5.37573959,-0.46247608,-1.064398785,-2.538864979,-2.549347325,-1.821079932,0.3931711061,1.219031369,1.3086417852,0.7438269412,-2.6674321111,-1.43998665,-0.441938834,-1.034729044
-0.06957339,0.0243297634439961,2.226171746,2.757807489,-0.14607632,4.20431128,2.3293079,0.661176533,0.854844658,-0.3404557,-0.441600466,-1.9396420819,-0.0377432751,2.3086417852,-0.2561730588,0.703743618,-1.07289475,-0.0561460838,1.135923961
-0.38979537,-0.106474513506332,-1.009318754,-1.125747664,0.86159661,-0.59525029,-1.53039037,-0.689255682,-0.015459061,-1.229512413,-1.123717527,0.8717616055,1.4634153298,2.3086417852,0.7438269412,0.1954869276,0.26714037,-0.0304433411,-0.136449164
0.92357769,0.889465929803318,-0.72594941,-1.125747664,-0.32720975,0.66678842,1.04693539,1.469518534,0.302883946,2.025670159,1.297053971,0.9142397444,0.2569322249,0.3086417852,0.7438269412,0.3889434248,1.59532055,0.440105407,-0.352817841
-0.06957339,0.889465929803318,-1.064390289,-1.125747664,0.46532783,0.66678842,-2.84059488,-0.115285635,1.200550592,-1.280224905,-1.387591807,0.6379243379,1.2092659499,0.3086417852,1.7438269412,0.9722089602,0.06009442,-0.3095383332,-1.020833294
0.92357769,-2.09835540012563,-0.048454728,-0.349036634,-0.73481251,1.92882714,-1.57616055,-1.212810976,0.629562681,-1.173147545,-0.798417301,-1.0695751192,-2.1819969949,-1.6913582148,-2.2561730588,-0.3953667191,-0.73336048,-0.441938834,-0.26517306
-0.06957339,1.88540637311297,-1.064390289,-1.125747664,0.86159661,0.66678842,-2.47997943,-1.218248284,-0.173994026,-0.489613267,-0.52601675,0.9984615896,1.711481038,1.3086417852,1.7438269412,0.2289331067,0.97653693,-0.3914022041,-1.034729044
-0.06957339,1.88540637311297,-1.043001698,2.148581415,0.46532783,2.69367928,0.25776255,-1.338143023,-1.101554349,-1.246540195,-0.743310774,0.7073481123,0.3494610573,2.3086417852,0.7438269412,1.7046709075,0.20697704,-0.0561460838,-0.447174737
-0.06957339,1.88540637311297,-1.064390289,-1.125747664,0.86159661,-5.37573959,-2.85892551,-0.888525904,-1.598375783,2.2967893,2.267763314,1.0002603697,1.2599799432,0.3086417852,1.7438269412,-1.9140028797,1.62696148,-0.3095383332,-1.020833294
