Bias,OutgroupAttitudes,SymbolicThreat,ValuesThreat,BigFiveAgreeable,GeneralizedThreat,Unpredictability,Religiosity,SystemJustification,ID.fSELFINVESTMENT,ID.fSELFDEFINITION,Contact_quality,Contact_quantity,Contact_numberfriends,Contact_frequency,BeliefInJustWorld,Entitativity,RWA.AUTH,SDO.EGAL
-0.80329117,0.389671943951997,-1.868739428,-1.53374656,0.63647595,-0.351159863,-2.945527734,-0.92861912,-0.97219968,-1.161597208,-1.824703921,0.957722394,1.108736526,0.362369365,-0.080139284,-1.22732418,-1.0782869344,-0.61009143,-1.35926391022757
2.58938367,-1.76467600273572,4.387506578,6.01948474,0.63647595,-0.351159863,0.943405346,1.58254089,0.23513823,-0.664764394,-1.40920091,-1.129399285,-0.615315399,0.362369365,-0.080139284,0.39294561,-0.9087219985,-0.43690416,0.614456361016792
-0.80329117,0.068277677010007,-1.545714306,-1.53374656,-1.40963602,-0.76138726,0.737028405,-1.11801407,-0.37261897,-0.465396831,-0.598334963,0.583237426,0.438385048,0.362369365,-0.080139284,-0.47705689,-0.4187968851,-0.37294117,0.700919219163505
-0.80329117,2.27290037179291,-1.656753177,-1.53374656,1.04264197,-0.351159863,-2.945527734,-1.03706026,-2.43769155,-0.536720604,-0.642326482,1.163022991,1.082186943,0.362369365,0.919860716,-1.5348451,1.0508056992,-0.61009143,-1.35103006163446
-0.80329117,0.605647313341378,-1.569703342,-1.53374656,0.76677066,0.369344227,-1.977284354,-0.72011083,1.32597261,-0.731623401,-1.184075964,1.027236726,1.456647939,0.362369365,1.919860716,-0.48129607,0.1412836245,-0.37294117,-1.1644610090953
-0.37580856,-1.17216221694693,3.448758363,-2.87156837,0.76677066,5.042196226,3.492166391,1.8226575,0.03416962,0.213836955,-0.145967382,0.794351775,-0.078936856,-0.637630635,-1.080139284,0.28421725,-0.539442105,1.08587079,1.61169443705073
-0.80329117,-0.55194226996846,-0.710674641,-1.53374656,0.23030994,-0.351159863,-1.353876035,-0.8658812,0.08290294,-0.484581894,-0.573514645,0.265097617,-1.078939918,-0.637630635,-1.080139284,-1.23185618,-0.8975346572,-0.4915163,-0.942122800417926
-0.80329117,2.27290037179291,-1.656753177,-1.53374656,1.04264197,-2.302346142,-1.39438202,-1.00043732,1.36526283,-0.509030644,-0.5862743,1.276022329,0.736648115,-0.637630635,1.919860716,1.96921587,1.1468155631,0.03739635,-0.821002277375075
0.09375923,-1.49355648388892,1.932513748,-1.592959,-1.00347,2.730757902,1.895689165,0.99841424,1.39001182,-0.192454851,-0.405297581,-0.556776815,-0.300683775,-0.637630635,-1.080139284,1.58440123,-0.0602933124,0.7941084,2.46250797799286
-0.80329117,2.27290037179291,-1.658820529,-1.53374656,0.63647595,-0.351159863,-2.945527734,-0.72427607,-1.41991979,-0.166659191,-1.065968826,1.243440858,-0.211626939,-0.637630635,-0.080139284,-1.46625075,1.1930401919,-0.61009143,-1.35103006163446
0.99080963,-0.55194226996846,2.383913914,1.90841364,0.76677066,4.171766082,2.46601962,-0.31089646,1.3056705,1.019651878,1.292463134,-0.867804278,-1.574985342,-0.637630635,-1.080139284,1.685539,-1.0484302186,0.44773387,1.26712440258499
-1.23077377,1.95150610485092,-1.656753177,-1.53374656,0.21502804,-1.121639305,-2.270130695,-1.19133634,0.15946544,-0.468868896,-0.252209948,1.444525292,3.224221762,1.362369365,1.919860716,-0.73355194,0.8974898557,-0.13579092,-1.14936740523999
-0.80329117,2.27290037179291,-1.658820529,-1.53374656,0.21502804,-0.351159863,-0.404331589,1.33883482,0.17864238,1.260714344,1.878435148,1.395853603,2.281712109,0.362369365,1.919860716,0.33064601,1.8980361496,0.09200849,-1.35926391022757
-0.80329117,-0.55194226996846,-1.545714306,-1.53374656,0.63647595,-0.351159863,-2.810477181,-1.1072439,-1.34619635,-0.264886315,0.895459198,1.187258471,-0.92206766,-0.637630635,-1.080139284,-1.27546706,-0.9515812657,-0.61009143,-1.35103006163446
-0.80329117,-0.147697692379374,-1.401573892,-1.53374656,0.36060464,-0.351159863,-0.374149921,-0.58256086,-0.3934385,0.001257164,0.821715781,0.392087348,0.500140366,-0.637630635,0.919860716,-0.62801433,-0.3685714763,0.21058361,2.05643014753902
-0.80329117,0.0908462639155196,-1.109782362,-1.53374656,-0.7275987,4.171766082,0.927445785,0.38724969,-1.24361643,-1.093113716,-1.640564682,1.371598705,1.404461899,-0.637630635,-1.080139284,-1.61645403,0.0057706716,-0.09052963,0.316043318219717
-1.23077377,1.95150610485092,-1.545714306,-1.53374656,-0.19113797,-0.351159863,-1.009040974,-1.09663229,-0.05035046,-0.603672138,-1.006010713,0.204597532,1.464317965,0.362369365,1.919860716,-0.39352844,0.000346808,-0.44413284,-1.35103006163446
-0.80329117,-0.55194226996846,-1.545714306,-0.58959265,0.63647595,0.419319578,0.737028405,1.48056374,-0.86969501,0.693136858,0.936088899,-1.340588123,-1.655412383,-0.637630635,-1.080139284,-1.80906024,-0.8839151601,0.43838302,-1.35154424774323
-0.80329117,2.27290037179291,-1.656753177,-1.53374656,1.04264197,-0.351159863,-1.353876035,-1.15817642,-0.46214547,1.750475496,2.22058728,-1.340588123,-1.655412383,-0.637630635,-1.080139284,-0.47578183,1.46780873,-0.37294117,-1.27563011343398
-0.56944995,0.605647313341378,-1.569703342,-2.81235593,0.36060464,-1.48189135,-0.256985228,-0.79946543,-1.13118278,0.412500124,0.556841363,0.475766893,1.059512114,0.362369365,1.919860716,-1.47314535,0.9663171613,-0.4915163,-1.35154424774323
-0.80329117,1.33128615787245,-0.587496453,-0.58959265,-1.00347,-0.351159863,-1.872006549,-0.57260355,-0.793187,0.742581328,1.109865359,0.424632044,0.411404089,0.362369365,-0.080139284,-0.96339695,1.2734629279,-0.24850607,-0.342939999304582
-0.14008198,1.73553073546154,-1.53019721,0.96425972,0.49089935,-0.351159863,-1.872006549,-0.53712745,0.38811787,0.889642488,1.228777407,0.234206154,-0.018550086,0.362369365,-1.080139284,0.26521312,0.5870080658,-0.13579092,1.91160743336753
-0.80329117,-0.55194226996846,-1.658820529,-1.53374656,0.36060464,-0.351159863,-2.945527734,-0.69627557,-0.88473444,-0.996627785,-1.101498769,0.31839548,0.393331787,0.362369365,-0.080139284,-0.28735032,-1.5773541241,-0.24850607,-1.35103006163446
3.21239303,-2.11377643086739,4.628420144,6.01948474,-0.04556137,3.140985299,2.832615781,1.45155328,2.48531287,1.804412817,2.094582531,-1.00118203,1.328770957,0.362369365,0.919860716,2.44218739,0.0250455245,1.20444592,1.80686470349117
0.13395906,0.495090841504606,-1.499241885,-1.53374656,-1.00347,-0.351159863,-2.945527734,-0.82198086,-1.44254513,0.951039439,0.631725049,1.201113916,0.699205281,0.362369365,-0.080139284,0.01402419,0.4252538033,-0.24850607,-0.608615487401869
-0.80329117,2.27290037179291,-1.569703342,-1.53374656,0.63647595,-3.743354322,0.941436619,-0.85099132,0.99399482,-1.067409948,-1.143281428,0.964246166,0.658910816,0.362369365,-0.080139284,1.11798124,-0.1626337139,-0.19975391,-0.704269963706622
2.47255492,-2.65114606719876,2.903577827,-9.5398582,0.36060464,0.419319578,1.895689165,0.23457067,-0.86354856,1.534605082,1.431819202,0.240735738,-1.386407423,-0.637630635,-1.080139284,-1.35285875,-0.9854706394,0.09454855,1.5538773670302
3.06083684,-1.59897538144153,3.199289282,6.01948474,-1.00347,0.109042885,1.271211925,0.73748341,-1.43115409,-1.058784843,-2.116993541,1.162896592,-1.229535165,-0.637630635,-1.080139284,-0.76229485,1.0858237825,0.63322993,3.7180838924412
0.09375923,0.389671943951997,-0.699380262,0.35456126,0.36060464,1.550051064,1.895689165,-0.73547606,1.0913115,0.606884626,0.990100149,-0.449910831,-0.80301259,-0.637630635,-0.080139284,0.37873873,-0.526314911,-0.08117878,0.488520447841811
-0.80329117,1.33128615787245,-1.473785176,-1.53374656,-0.7275987,-0.351159863,0.941436619,-1.09144347,-0.40023196,-0.879186771,-0.831650734,0.725136082,0.704373137,0.362369365,0.919860716,-0.73699236,-0.3707777228,-0.01721579,-1.26955363808549
2.90739528,-2.00321995903061,1.648598821,5.07533083,-0.19113797,-0.351159863,0.941436619,-0.94748966,2.26985056,-0.012844507,-0.188746583,-1.979907855,-1.764169472,-0.637630635,-1.080139284,2.45577999,-0.7963735169,-0.61009143,3.29668141938566
-0.52925012,-0.529373683062948,2.758906334,-0.64880509,-0.8731753,-3.022850232,1.769250085,0.81259769,1.65222457,0.405431122,0.672320687,-0.283928733,2.274474291,4.362369365,-0.080139284,0.54123651,0.1115278843,0.14662062,1.80074076781194
-1.97438261,1.62497426362477,-1.499241885,-1.53374656,0.21502804,-1.892118746,-0.290191931,0.95242357,-2.4443384,-0.914587105,-1.099775037,-0.060224581,2.103514494,2.362369365,0.919860716,-1.72540686,-0.5265004736,-0.19975391,-1.35103006163446
-0.09988216,1.54726152726184,-0.965959707,-1.53374656,0.36060464,-0.351159863,0.135894686,-0.87991948,-0.29583444,-0.264713319,-0.914764138,1.088617435,0.36864621,0.362369365,-0.080139284,0.25320394,0.136052363,-0.44413284,-1.26024126411279
-0.80329117,-0.55194226996846,-1.387113493,-1.53374656,-0.19113797,-0.351159863,-2.640109513,-0.14805755,-0.50407504,-0.504483081,-0.811666793,-0.315617109,-0.571081059,-0.637630635,-1.080139284,-1.3380748,0.4068172782,0.36388924,-1.29187644975892
-1.23077377,1.00989189093046,-0.863896922,-4.09096529,0.36060464,-0.351159863,-0.899883386,-0.39663286,-0.42366503,-0.503678493,-0.290755569,-0.15717179,-1.150773758,-0.637630635,-1.080139284,-0.45957947,0.2541861685,-0.24850607,-0.515617745715575
-0.80329117,-0.23054800302647,-1.405665811,-1.53374656,0.23030994,-0.351159863,0.737028405,-1.19133634,0.61193013,-0.257103686,-0.413884817,1.292815073,0.411517379,-0.637630635,-0.080139284,0.39391689,-0.9113293237,-0.4915163,-0.595847912649345
-0.80329117,-0.55194226996846,-1.545714306,-1.53374656,-1.00347,-0.351159863,0.733918085,-1.15817642,-0.27869672,-1.277927601,-1.232818932,1.218752656,1.464563237,0.362369365,-0.080139284,-0.3974816,-0.0115490849,0.10135934,0.646476395207026
-1.50670018,0.173696574562616,-1.545714306,-1.53374656,-0.45172739,-1.121639305,-0.040797595,-0.9915506,-2.12889224,-1.178784384,-1.324206744,0.655105904,1.91381587,1.362369365,0.919860716,-1.79024256,0.1927087581,-0.37294117,
1.41829223,-0.23054800302647,-1.323636564,-1.53374656,-0.19113797,-0.351159863,-0.968534989,-0.49652573,1.79441071,0.654154062,1.157567511,-0.115637632,-1.44703144,-0.637630635,-1.080139284,1.37011537,-1.1681581084,-0.13579092,-1.27563011343398
-2.08573897,1.63011183790893,-1.656753177,-1.53374656,0.36060464,-4.20355707,,-1.06768581,-1.88107289,-0.697633959,-1.189505326,0.028590596,2.421982075,1.362369365,0.919860716,-0.89886642,-0.3775491032,0.09454855,-1.35103006163446
-0.80329117,0.389671943951997,-1.039146989,-0.58959265,0.36060464,-0.351159863,-1.884789649,0.79770781,1.30885371,0.094521676,0.271262333,-0.415330211,-0.79712995,-0.637630635,-0.080139284,0.95371842,0.3518480986,0.32915874,0.0892349884186746
-0.80329117,1.33128615787245,-1.673908464,-1.53374656,-0.45172739,1.550051064,-2.640109513,0.92257606,-1.03976487,-0.276181033,-0.027858531,1.312129414,0.656652188,-0.637630635,0.919860716,-1.22296972,1.0607845844,0.20123276,-0.863888888785899
2.55106921,-2.03092612022029,-0.280087626,-11.76262147,-1.40963602,5.812675668,4.441390786,1.56945139,1.28040354,0.978795991,1.572590453,-2.052851787,-1.776578239,-0.637630635,-1.080139284,1.244522,0.4966128028,0.2745466,2.62739856448023
-0.80329117,-0.55194226996846,-1.323636564,-1.53374656,0.63647595,-0.351159863,-2.286637295,-0.35376466,0.41942541,-1.234397348,-0.948702468,1.017913879,-0.795164572,-0.637630635,-1.080139284,0.42781851,-0.8915815639,0.03739635,-1.35103006163446
2.71375389,-2.29690806478293,-1.545714306,-1.53374656,0.36060464,0.009092182,-1.977284354,0.07286197,-1.32214996,0.13038115,0.048406243,1.027931852,1.846227642,0.362369365,2.919860716,-0.28892919,0.5449952653,-0.24850607,-1.29187644975892
-0.80329117,0.522797002694282,-1.24162828,-1.53374656,-1.00347,-0.351159863,0.266854657,-0.81657807,-1.75154118,-0.90981461,-0.708892296,1.327815504,1.421642289,0.362369365,0.919860716,-1.32695652,0.9654289137,-0.17479215,-1.35103006163446
-0.80329117,2.27290037179291,-1.501318081,-1.53374656,0.63647595,-0.351159863,-2.945527734,1.28107674,-1.15253829,0.065270232,-0.258574434,1.144659391,-0.322667922,-0.637630635,-1.080139284,-1.62577067,-0.8167439346,-0.13579092,-1.35103006163446
-0.80329117,-0.55194226996846,-1.323636564,-1.53374656,-1.40963602,-0.351159863,0.35711533,-1.03706026,-0.629456,-0.907221747,-0.885195471,-0.483406311,-1.509593955,-0.637630635,-1.080139284,-1.20283993,-0.194249771,-0.13579092,-0.515617745715575
0.32760045,0.927041580283368,-1.545714306,-2.81235593,-1.40963602,-3.433077629,0.622027565,1.14167473,0.39739381,0.581397533,0.946055204,0.991457264,-0.557816032,-0.637630635,-0.080139284,0.65841742,1.1108493273,0.36388924,1.627444159207
-0.80329117,0.389671943951997,-1.656753177,-1.53374656,1.04264197,-0.351159863,-2.945527734,-1.22665697,-0.51878415,-1.99746081,-2.482843552,0.996066674,1.061884031,0.362369365,0.919860716,-0.40138188,-0.010834763,-0.61009143,-1.35926391022757
-0.99693255,-0.956186847557547,-0.498185419,-1.86820201,1.04264197,0.779571623,-0.409696032,0.14232825,1.33038402,0.491140847,0.694708239,-0.430483912,-0.955418739,-0.637630635,-0.080139284,1.3799667,0.6935363617,-0.01721579,-0.696700069167082
-0.80329117,-0.55194226996846,2.348720203,2.24286909,0.08473334,-1.842143395,-2.810477181,-0.44922752,0.31934252,-1.679095357,-2.218573539,-1.278057285,-0.86622035,-0.637630635,-1.080139284,0.68385467,-0.6285241632,-0.24850607,0.65009718814712
-2.79103335,2.27290037179291,-1.272950573,-1.53374656,0.63647595,-3.383102277,-0.398204534,-0.64100956,-1.96971092,-1.065435071,-0.521345667,0.703913416,3.098197802,2.362369365,1.919860716,-0.87471006,1.094757546,-0.0520205,-1.29187644975892
0.09375923,0.389671943951997,-1.501318081,4.13117691,1.04264197,2.730757902,1.923623271,-1.05471254,-0.93326676,-0.449162975,-1.08041088,0.653793597,0.761845177,-0.637630635,-0.080139284,-0.97081549,0.7637546056,-0.43690416,-1.29147520041168
-0.80329117,-0.55194226996846,0.019376398,-0.9240481,0.36060464,-1.892118746,1.271211925,-0.18302528,1.24020534,-0.375472694,-0.309119996,-0.66507219,0.98838776,0.362369365,-0.080139284,0.34609672,-0.276947066,0.21058361,-0.673203434532755
3.01875164,-1.897801061478,4.810020963,-2.87156837,0.76677066,-1.842143395,4.495001084,0.83616194,0.56392774,1.495970247,1.69937052,-2.236198649,-1.807768064,-0.637630635,-1.080139284,0.5626725,-0.8421027459,0.566309,-0.501757910763348
-0.60964978,1.11531078848307,-0.632843094,0.35456126,1.04264197,-1.792168043,2.293602089,-1.26552135,-2.15252299,1.749047049,2.188746067,1.015922835,-0.951214211,-0.637630635,-1.080139284,-0.2490753,0.6258041142,-0.13579092,-0.704269963706622
-0.33372337,-0.335966900579079,2.644401241,1.90841364,0.36060464,-0.351159863,0.927445785,0.71632222,1.50065099,-0.235201196,-0.418208895,-0.095572258,-0.533648401,-0.637630635,-1.080139284,2.23129747,-0.241665993,-0.17479215,1.08749544496313
-1.50481481,2.27290037179291,-1.499241885,-1.53374656,0.63647595,-0.351159863,0.943405346,-1.19662073,0.31552303,-2.180388,-2.090752518,-1.340588123,-1.655412383,-0.637630635,-1.080139284,-0.9469739,-0.7093290421,-0.01721579,-1.35103006163446
-0.80329117,1.33128615787245,0.30545683,-6.03848556,0.21502804,0.419319578,0.176463608,-0.02727738,2.00900037,1.220791593,1.333996557,0.452812908,0.19868052,-0.637630635,-1.080139284,1.43349294,0.9677610288,-0.25436604,2.04425194639295
0.99080963,-0.55194226996846,-0.81274377,2.24286909,0.21502804,0.419319578,-1.632495993,0.95358025,1.85976206,-0.504226229,-0.103807863,-0.933220707,-0.885230254,-0.637630635,-0.080139284,1.40787807,-0.5955044334,0.55695814,1.52315346595615
-0.80329117,2.27290037179291,-1.658820529,-1.53374656,-0.45172739,-0.351159863,-1.353876035,-1.15817642,-2.29703949,-0.433567345,-1.282676298,0.29505051,-0.131147704,0.362369365,0.919860716,-2.71121049,-1.2028885879,-0.61009143,-1.07811500519262
-0.80329117,-0.55194226996846,1.579617075,2.24286909,0.63647595,1.089848316,-1.314459194,0.93298231,0.59632144,0.081299484,0.35091049,-0.887830402,-0.053713017,0.362369365,-1.080139284,1.61830604,-0.7067717208,-0.25436604,1.03064274889613
0.52124183,-1.17216221694693,1.871197621,4.80008782,-0.06084326,3.811514037,0.004934714,0.97853761,-0.68542469,-0.045547764,-0.459052095,1.144249457,0.837144133,0.362369365,-0.080139284,-1.23720708,0.3004772093,-0.44413284,-1.1644610090953
-0.80329117,0.389671943951997,-1.387113493,-2.81235593,-0.04556137,-0.351159863,-1.009040974,-0.88440973,-0.55584342,0.182494005,0.353134019,0.509877632,-0.484028423,-0.637630635,-0.080139284,-1.39512841,0.306893855,0.10135934,-0.515617745715575
-0.80329117,2.27290037179291,-1.481260745,-1.53374656,-0.59730399,-0.351159863,-0.12404919,-0.46682168,-0.37670856,-0.468311365,-0.512829662,1.162896592,-1.229535165,-0.637630635,-1.080139284,-0.31053401,0.3640717121,0.10135934,-0.406725773906749
3.68196082,-2.43517069780938,2.755440112,6.01948474,0.63647595,-1.381940647,3.889777212,1.75222814,1.60506925,1.678257051,1.92178911,-1.451537771,-1.674286446,-0.637630635,-1.080139284,1.70714851,0.1210018989,0.20123276,1.29561947422675
-0.80329117,-0.55194226996846,0.79946952,-1.86820201,0.49089935,-2.972874881,1.49777624,0.82455238,0.96710203,-0.448142706,-0.593358304,-1.38709522,-1.360000666,-0.637630635,-1.080139284,1.41827408,-0.5661541281,0.39312173,-0.618781641094208
2.35742782,-0.87333653691045,0.77142121,1.57395819,1.04264197,1.960278461,0.83495108,1.56945139,2.07412222,1.767714013,2.199065653,-0.900400981,-1.277207276,-0.637630635,-1.080139284,2.56399907,-0.1235681826,-0.0520205,1.98366753163128
-0.80329117,1.33128615787245,-1.109782362,-4.09096529,0.36060464,-3.022850232,0.927445785,0.48734692,-0.63031388,0.109574854,0.580961761,0.583542899,1.840132294,2.362369365,1.919860716,-0.22068386,0.1248591439,0.22921889,0.646476395207026
3.21239303,-3.05539064478784,3.157618673,4.13117691,-1.68550733,-1.071663953,-0.619600987,1.83887947,0.91759418,-0.03034212,-1.057479185,0.066270875,0.973285661,0.362369365,-0.080139284,-0.43423258,0.2131002673,-0.09052963,2.52206283921564
3.25447822,-1.81495075083091,2.869003764,1.57395819,-0.19113797,1.960278461,3.448430056,1.20889935,0.51284196,0.226710687,0.180610122,0.952390454,0.509281717,0.362369365,-0.080139284,-0.21061103,0.8648968179,0.20123276,3.50125772365095
-0.80329117,-0.55194226996846,-1.569703342,-2.81235593,0.36060464,-2.252370791,-0.824051565,-1.19133634,-0.73997488,-0.83300308,-0.615930064,1.281057857,1.344115473,0.362369365,1.919860716,-1.56273895,-0.6523200132,-0.25436604,-0.993700894297801
0.36968564,0.688497623988475,0.458328669,-1.25850355,-0.19113797,-3.383102277,-1.348166664,-0.79616844,0.24147541,0.126993475,0.44269906,-0.68356945,2.153482748,4.362369365,2.919860716,-0.72562309,-0.377406186,-0.01721579,-0.56203433019407
-1.03901775,-0.23054800302647,-1.24162828,-1.53374656,-0.59730399,-0.351159863,-2.321525779,0.84160816,1.63760654,-0.369219095,-0.242037251,0.2442993,-1.385801212,-0.637630635,-1.080139284,1.74349183,-0.470467549,0.21058361,2.4157003202222
4.57901122,-3.37678491172983,3.532836613,6.01948474,0.08473334,4.681944181,3.089427939,1.28647697,1.10102247,1.367023054,1.709530804,-3.389978461,-0.938361317,-0.637630635,-1.080139284,1.51141545,-1.2212582427,0.7941084,1.90901645475385
-0.80329117,0.389671943951997,-1.434675435,-1.53374656,1.04264197,-3.433077629,-2.069779059,1.0694512,1.82739502,0.098566016,-0.256225021,-0.019034379,0.688249386,-0.637630635,1.919860716,2.23388459,0.1133321771,-0.19975391,1.2907037375245
-0.80329117,-0.55194226996846,-1.058500021,-1.53374656,-0.04556137,-0.351159863,-1.009040974,-1.27071547,-0.69145933,-1.467213923,-1.874152639,1.280404054,1.958677971,2.362369365,1.919860716,-0.93076852,-0.4963994074,0.09454855,-1.29187644975892
-0.14008198,-0.147697692379374,0.95111392,0.35456126,0.08473334,0.779571623,0.521759007,1.30982436,0.88632533,0.750365096,0.905134144,-0.462416998,-0.960850996,-0.637630635,-0.080139284,0.07326506,-0.2814479944,0.50234601,1.00221298187705
0.99080963,-2.43517069780938,4.628420144,-2.87156837,-1.68550733,0.46929493,4.800419304,-0.80042214,1.52153964,0.657490657,0.022526133,-3.844072838,-2.081289601,-0.637630635,-1.080139284,2.21678117,-1.6266698396,-0.17479215,2.91727799497198
-0.80329117,2.27290037179291,-1.499241885,-1.53374656,-1.40963602,-0.351159863,-2.029273073,-1.1072439,-0.31598009,-1.108494723,-1.076787363,1.284034844,1.258447978,1.362369365,0.919860716,-0.51387257,-1.1099814914,-0.13579092,-1.35103006163446
-0.0138264,-1.19473080385244,1.427028359,8.91115892,1.04264197,1.189799019,1.510348119,0.99529176,2.69668645,0.318102779,0.332779657,-0.188266919,1.094163099,0.362369365,1.919860716,2.05624976,0.9143321021,0.566309,-0.0189391282493413
-0.80329117,-0.55194226996846,-1.656753177,-1.53374656,-0.32143268,-0.351159863,0.011191125,-1.08445448,-1.41698281,-0.932034741,-1.291096123,-1.272861207,-1.340567888,-0.637630635,-1.080139284,-2.22755687,0.0462886735,0.09454855,-0.723028469528439
-1.70034156,1.33128615787245,-1.656753177,-1.53374656,-0.32143268,-1.892118746,-1.739697794,-0.79946543,-2.19266682,-0.371399342,-0.627420848,1.284034844,1.258447978,1.362369365,0.919860716,-2.56884546,0.5172131843,-0.24850607,-1.35103006163446
-0.80329117,2.27290037179291,-0.096006858,0.68901671,1.04264197,0.779571623,0.927445785,-0.35944219,0.99003761,-0.020417044,-0.422377443,0.425543357,1.198580678,0.362369365,1.919860716,0.93000007,-0.8831471416,0.09454855,0.481824888274018
0.60352686,-0.119991531189698,0.566446821,0.62980427,-0.19113797,1.600026416,1.232580203,1.70259588,-0.83944876,0.384797981,0.17749384,-0.113228767,-1.143298444,-0.637630635,-1.080139284,-0.03932012,0.433804196,0.73392177,-0.958694833415694
-0.80329117,-0.147697692379374,-1.345424773,-1.53374656,-0.59730399,-0.351159863,-1.872006549,-0.70011581,-0.02750611,-1.572292258,-2.163230082,-1.146245834,-1.31902887,-0.637630635,-1.080139284,-0.52798867,0.4846676725,-0.3094625,0.682845603744745
-0.80329117,1.30357999668278,-1.473785176,-1.53374656,0.36060464,-0.351159863,-2.181371093,-0.99375239,-2.02097704,-1.152244949,-1.495167652,1.283488828,0.860830667,0.362369365,-0.080139284,-2.03518776,0.4852371704,-0.25436604,-1.35103006163446
-0.3739232,0.793916521541083,-1.434675435,-1.53374656,-0.45172739,-0.351159863,-0.133292299,-1.19133634,-0.84154975,-0.531079295,-0.597781358,0.855509641,-1.281825918,-0.637630635,-1.080139284,-1.91580174,-0.2314775516,-0.37294117,-0.965933924713509
-0.80329117,0.389671943951997,-1.401573892,-1.53374656,-0.04556137,-0.76138726,0.079631216,-1.07535293,0.74018632,-0.139488935,-0.346436944,-0.271761521,-0.096487814,-0.637630635,-1.080139284,0.72816581,-0.2314775516,-0.4915163,1.65945963080376
