Bias,OutgroupAttitudes,NeedForCognition,ValuesThreat,BigFiveAgreeable,BigFiveOpen,GeneralizedThreat_OutgroupAtt,GeneralizedThreat,SymbolicThreat,ProtestantWorkEthic,Unpredictability,Loneliness,Religiosity,SDO.fDOM,SDO.fEGAL,SystemJustification,ID.fSELFINVESTMENT,ID.fSELFDEFINITION,Contact_quality,Contact_negative,Contact_quantity,Contact_numberfriends,Contact_frequency,BeliefInJustWorld,Entitativity,RWA.fCONS,RWA.fTRAD,RWA.fAUTH
-1.81035696,-1.011625039,0.149650528,-0.296347363,0.21142631,0.54777376,1,-6,-0.585668018,-0.464870929,-1.165623016,-1.16847606,-1.2273739,-1.01523709,-1.00109001,-1.621825603,-1.447414809,-1.439870183,-0.61491389,0.317626797,-0.540875346,0.343375795,0.6937776,-0.096358687,-0.261184853,-1.651051681,-2.156177069,-0.618025269
-0.31620354,1.06869429,-1.82068279,2.411056171,-0.12070823,0.12567289,1,0,0.586577716,0.428586832,-1.264750879,-0.08426638,-1.22575123,-0.74245807,-0.71623017,0.198358318,0.293229053,0.725552593,0.475147173,-0.75805332,0.150481642,-0.656624205,1.6937776,1.80595724,-0.87052562,-1.221707606,-1.784746437,-0.369780235
4.07322717,-3.986019049,-0.16796716,4.087076442,0.26937922,0.14353703,9,7,3.79567977,-0.414298115,4.901151073,-0.23549514,-0.50208537,-0.80721396,-0.58871897,-1.593269546,0.939835618,0.88460376,-4.610391151,4.761099178,-0.868101834,-0.656624205,-1.623022741,0.013935508,-2.38378914,-0.947701933,-1.921142583,-0.415389496
-0.17543931,-1.011625039,-1.088364792,-0.829941063,-0.16736611,0.54777376,2,-3,-0.547106633,0.358511136,-1.675792163,0.63832059,-1.14079985,-1.23584439,-1.29700786,-0.027735855,-0.08249158,-0.211042867,1.091084522,-1.012384225,-0.15827916,-0.656624205,0.6937776,0.272989997,-0.016081031,-0.362310242,-1.732327669,-0.464680586
0.56482582,0.584455469,1.895475116,-0.829941063,0.14338453,-0.86209851,4,-4,-0.626320288,-0.636759977,-0.311515984,0.25683411,0.0540632,-0.80786645,-0.08268977,1.541795664,0.24313793,0.456443733,0.086302316,-0.247261799,0.565055358,0.511550988,0.675991166,0.091575867,-1.046487717,1.448804711,2.246382965,0.797933362
3.63731134,-2.994554379,-2.949312604,3.719061175,-1.43279143,-0.53284137,9,6,4.935453055,0.732388971,4.31516853,-1.19516967,-0.26117645,2.54143374,2.02396889,-1.188963833,2.204959129,1.934762658,-3.343555394,3.855383132,-0.04770774,-0.656624205,-1.3062224,-1.052544825,0.074314914,1.298998747,-0.83220416,-0.253442875
-0.17543931,0.971304302,0.38733858,-0.829941063,-0.86540121,0.12567289,1,-2.5,-0.628718414,0.184262538,0.883052895,0.14621245,-0.89061172,-1.17649143,-1.06445655,-0.506554706,0.366226742,0.624289473,-0.372320068,0.159478345,-0.408024651,-0.656624205,-0.3062224,-0.3135893,0.268610023,-0.761698713,-1.231879808,-0.334682978
-0.77494022,-1.011625039,-0.228309209,-1.026917998,-0.47811675,0.63945463,1,-1.5,-0.655271772,-0.829648551,-1.264750879,0.0429957,0.55906719,-0.98713267,-1.15416474,-2.10395102,-0.264228149,-0.514578874,-0.691765315,0.404900014,0.019462195,-0.042435041,-0.087468444,-1.205648334,-0.164803243,-1.833821669,-1.816444651,-0.7083858
0.79419417,0.971304302,-3.109176754,-1.071495031,-0.12070823,-0.59310851,1,0,-0.650419503,0.030717996,-0.04409338,-0.3005092,-1.16394242,0.57421237,0.38698693,1.495429363,1.078867053,0.611952894,-0.139684913,0.007126538,-1.676325553,-1.4917074,-1.930510724,0.410191736,-0.349402607,-1.636926964,-2.196072916,-0.705138211
-1.4494221,-0.722166195,-0.884223643,3.272422646,-0.16736611,-0.20358424,6,1,1.940574928,-0.402715994,1.194221722,-0.3005092,0.13072819,1.88339163,1.72310938,1.078493754,-0.371346974,0.514578797,-1.452883488,1.76546144,-0.121873785,0.343375795,-0.151330031,-0.056824423,-0.341787345,0.431288159,0.815046896,0.185542812
-1.7445737,0.584455469,1.474234777,-0.968459884,-0.22743167,0.63945463,1,-1.5,0.221601777,-0.655886524,-1.579316899,-0.3005092,-0.91712727,-0.13254736,0.59947635,-1.385807046,-1.25759891,-0.634743805,0.21989462,-0.170070819,0.261106081,0.343375795,-0.3062224,-1.185442678,-0.459646596,-2.689474376,-2.414840373,-0.882323158
-0.17543931,-0.020160369,0.843023217,-1.071495031,0.21142631,-0.84829817,1,0,-0.692471484,0.068322753,-2.118568868,0.62197091,-1.10539605,0.10977797,-0.08390948,-0.240302986,-0.591569798,-0.38047498,-0.049769916,-0.509433798,0.406376258,0.343375795,-0.3062224,0.764849134,-0.084029875,-0.216893667,-1.671639883,-0.442380641
-1.88533793,0.971304302,2.57108459,-1.071495031,0.64172571,0.45493002,1,-5,-0.654726058,-0.835328665,-2.099929145,0.42673866,-1.29411834,-1.24319746,-1.25321275,-1.414783608,-1.134877084,-1.913783344,1.169463223,-0.991761186,1.241391595,2.343375795,2.194216883,-1.809296858,0.467943681,-2.076060122,-2.076819983,-0.569678447
1.09854347,-0.020160369,-3.335891974,1.444560056,-1.2377477,-0.62324208,1,0,-0.474463118,1.45212765,0.942537693,-1.23001722,0.02002675,0.19236871,-0.25478301,2.287888029,1.91382555,2.343112863,0.409878335,-0.203938397,0.584003887,0.343375795,0.6937776,2.18671653,0.47429476,1.693006639,-0.244673264,0.049588556
1.76382764,-1.011625039,0.26724111,2.013185336,0.14338453,0.12567289,6.5,2,2.011355248,0.649261446,2.470331275,-0.23549514,0.78631097,1.51123117,1.04362707,0.977957618,1.761837401,1.7421073,-0.807370485,0.863795691,-0.816964487,-0.656624205,-1.3062224,1.253237036,-0.372745409,2.419833304,2.679245281,0.758666827
-0.17543931,-1.011625039,1.377432104,-0.296347363,0.26937922,0.12567289,2.5,0,0.002852684,0.939827474,-0.931367624,0.53534433,1.35671574,0.94883445,1.28251223,1.602065837,-1.520534679,-2.006090531,-0.284167082,0.145707968,0.510603138,0.343375795,1.6937776,2.131009319,-0.581528682,1.715767229,1.613593422,0.400676178
1.39369508,-0.020160369,0.82584029,-1.071495031,0.46442295,0.81432072,2,-1,-0.654726058,-1.489167577,-2.715354658,-0.27537839,-0.43377941,-1.26550045,-1.30151618,-2.371621343,0.569983716,0.643821664,-0.189543204,-0.473683855,-0.257159465,-0.656624205,-1.3062224,-2.37921678,-0.147398551,-2.667432932,-2.337666299,-0.84648889
-0.17543931,-0.722166195,1.059895911,-0.313163702,-0.86540121,0.03379881,2,0,0.319915363,0.228013774,0.265756561,-0.27537839,-0.16039213,2.32545271,2.79115402,1.102143968,-0.092363178,-0.364911084,-0.004411056,-0.231243059,-0.036841098,-0.027305802,-0.022722124,0.475503351,-0.780089064,-0.440456553,-0.363053059,-0.073775645
-0.47059092,-1.011625039,1.619856161,-1.071495031,0.21142631,-0.59310851,1,0,-0.580872348,0.156660701,-2.106010265,0.63832059,1.02042603,0.42183722,2.09517205,2.541926417,-0.886358269,-0.562393273,-0.526257802,0.294094539,-0.530390424,-1.656624205,-1.254907041,1.071769648,-0.205190369,0.386984354,2.519464044,0.935956604
0.4240616,0.366688464,-4.995753393,-1.071495031,-0.78886738,0.12567289,1,0,-0.692471484,0.170884024,-0.277977084,-1.23001722,-0.67692995,-0.9379393,-0.78990564,-0.581182717,0.160794929,0.423158268,0.894701274,-0.567257849,0.979982311,1.343375795,1.6937776,-0.048170242,1.326591633,-0.969648944,-2.077904167,-0.633661254
-0.17543931,0.971304302,3.003587873,-1.026917998,-0.47811675,0.03379881,1,0,-0.692471484,0.289953926,-2.438493509,-1.02881241,-1.17722487,-1.25504043,-1.2853558,-2.011062334,-1.297192931,-1.297728394,1.184819558,-1.018246741,1.003966403,1.343375795,1.6937776,-1.964091481,0.272039238,-1.896920585,-2.286259745,-0.699565626
-0.17543931,1.358153134,2.04793533,-0.296347363,0.65028429,0.54777376,2,0,-0.692471484,0.267148009,-1.715613866,-0.29584831,0.37154479,-0.43672503,-0.46594628,2.408031657,0.440936696,0.400084176,0.495446938,-0.755169897,0.34732723,0.792345479,1.6937776,1.442840072,0.28333592,1.724856446,0.900566528,0.064416584
-0.76574252,0.294996626,1.906882536,-1.071495031,-0.12070823,0.03379881,1,0,-0.691571924,0.170476638,-2.715354658,0.57968357,-1.14100749,-1.28240341,-1.3153037,-0.006076703,1.751515066,1.993696577,1.065231102,-0.956435949,0.687775313,0.601761068,0.6937776,0.071695783,-0.082653069,-1.134860806,-1.018853736,-0.352802393
2.42911182,-2.994554379,-1.385345178,3.375457793,-0.47811675,0.03379881,5.5,3,2.603501264,0.55544337,1.869605764,0.25683411,0.30019424,1.43651503,0.94077484,1.403538962,0.767578304,0.765813473,-2.04878231,2.31065106,-0.555190584,-0.694048421,-1.05439918,1.387985945,-0.716304051,1.750444505,1.675630622,0.577036603
-2.48483884,1.962768972,-3.678598045,-1.071495031,0.46442295,-1.94027061,1,0,-0.64231587,-0.623931996,-2.597002593,-0.27537839,1.74832537,-1.22346728,-1.27168007,-1.741190627,-0.292496232,-0.547890883,1.150228695,-0.995034053,0.71112707,0.343375795,0.6937776,-0.179141286,0.127835494,-1.837930481,1.173281054,-0.352234837
-0.17543931,1.962768972,0.12402915,-1.071495031,0.45413516,0.12567289,1,-1,-0.706553393,-0.522944283,-2.715354658,0.59415128,-0.99001418,-0.59572239,-0.751645,-0.312865049,0.772375279,0.244557365,0.949311793,-0.811229099,1.181540982,2.343375795,2.122772549,-0.106994777,0.649866248,-0.24242417,-0.852031441,-0.05972567
1.76382764,-1.011625039,-2.989520635,0.202012033,-0.47811675,0.03379881,5,1,1.152009425,0.040006915,2.575226136,-0.27537839,-1.03752043,0.96880352,0.16893602,-1.061888253,1.085199126,1.380374377,-0.598511027,0.712258615,-0.141600184,-0.656624205,0.6937776,-1.62229676,0.105300399,-1.34591767,-0.869683288,-0.054551627
-0.17543931,1.962768972,-1.58511707,-1.071495031,-0.66628965,0.81432072,1,0,-0.692471484,-0.311054196,-0.277977084,0.63832059,-0.47548479,0.36639337,-0.23719345,0.363013608,-0.327700577,0.530322588,1.173184539,-0.988727386,0.98856818,2.343375795,0.6937776,0.169160442,0.487255555,1.046835336,1.291820383,0.602053469
-0.17543931,0.971304302,-3.975762829,0.307309497,0.45413516,-0.84829817,3,0,1.077533435,0.834972795,1.092898208,0.63832059,0.87023775,3.72822334,3.33162399,1.665968442,1.55431358,1.73801228,0.216815682,-0.033202737,0.791891149,1.343375795,0.6937776,2.23457681,0.400056707,3.210326635,3.709920265,1.808882059
-0.84992119,0.656147307,2.356883875,-1.026917998,-0.86540121,0.54777376,1,-2,-0.692471484,-0.36637073,-1.838666523,-1.16847606,-0.44830593,-1.26864767,-1.30989824,-1.073662815,-0.5701686,-0.928806427,0.183701326,-0.09355537,-0.555992854,-0.731794845,-1.3062224,-1.778981124,-0.030207897,-2.345895874,-2.34133212,-0.766160218
1.76382764,-1.011625039,-5.179495312,1.164793905,-0.16736611,-1.94027061,2,1,-0.655271772,-0.178542389,-0.754581732,-1.23001722,-1.22575123,-1.25596336,-1.25558289,-1.53092222,-0.167212376,-0.741101621,0.165288556,-0.055829291,-0.779372705,-1.202217405,-2.3062224,-2.115513358,0.626965025,-2.804780908,-2.42469612,-0.813724973
-0.17543931,-0.020160369,0.800249636,-1.071495031,-0.12070823,0.03379881,1,0,-0.598763068,1.460033821,1.697136138,0.04199129,-0.90973368,2.77184047,2.86850628,2.271233788,1.582328477,1.4414696,-0.406497299,0.234574539,-0.509843119,-0.656624205,-1.3062224,1.661161626,-0.270808683,1.041574074,-1.09269659,-0.467364493
-0.77494022,1.575920139,-2.530747772,2.308021024,0.83676944,0.12567289,2,-1,-0.585668018,-0.453262498,2.57165479,-0.29584831,-1.22575123,-0.62083936,-0.83361241,-0.739206151,1.138502545,1.332658323,0.386871216,-0.12632684,0.444954411,3.343375795,1.6937776,1.57895429,0.538618806,-0.321388115,-1.161649457,-0.243264547
0.49904256,0.971304302,-1.201857341,-0.968459884,0.21142631,0.14353703,2,1,0.139265109,1.210179269,-0.496154726,-0.27537839,1.45148911,1.69314029,1.21640893,1.434959663,2.312923368,2.592177537,0.267428128,-0.669577271,-0.468876795,-0.656624205,-1.3062224,2.643838189,0.822292794,3.524094713,5.414617017,1.803869792
-0.17543931,-0.020160369,-1.502016822,0.894393514,0.07433549,0.12567289,1,-4,-0.692315033,-0.042655935,-2.438493509,-0.85709362,-0.83547506,-1.21944134,-1.17884597,0.770590409,-1.348019896,-1.166808336,1.077682044,-1.009554527,-0.481322348,0.343375795,-0.3062224,0.746652613,1.16266887,-1.274478344,-1.999453515,-0.766580853
-0.17543931,-0.335317363,1.484263643,-0.968459884,0.14338453,0.63945463,3,1,-0.706553393,0.475727797,-0.496154726,0.63832059,-0.53302575,-1.20849524,-1.28626073,0.26721803,0.028007819,0.187550599,-0.436361518,0.205123264,0.22002533,0.3437797,0.6937776,-0.028627376,0.115768263,-0.36245192,-1.81328002,-0.687559163
-0.47059092,-0.407009201,-0.902829667,1.444560056,-0.49305472,-0.84829817,4.5,-0.5,2.023259576,0.430669229,1.110603468,0.04199129,-0.78701025,1.87665765,1.70517464,0.533640556,0.581755221,0.651363049,-1.322431061,1.059822351,-0.370048676,-0.656624205,-0.3062224,-0.164191511,-0.988571455,-0.41108738,-1.617153752,-0.571761527
3.10359369,-1.398473871,-0.854744797,0.548202773,0.65028429,0.14353703,1,0,-0.503011392,0.67161584,0.942537693,0.59415128,-0.71895402,-0.11389346,0.23588604,1.964487387,2.36013882,2.608929948,-0.575317169,0.601199226,0.191741858,-0.656624205,-1.3062224,1.483150896,1.251423433,-1.247351958,-1.916805067,-0.639318816
-0.17543931,-1.011625039,1.951511955,-1.071495031,-0.49305472,0.54777376,1,-6,-0.706553393,-1.277335509,1.092898208,-0.27537839,-0.84424645,-1.24319746,-1.25321275,-1.082286947,-1.505967113,-1.432913122,0.29050472,-0.215849883,0.901410111,1.047615948,1.6937776,-1.492830071,-0.628958768,-2.040396096,-2.075261361,-0.893921332
-0.17543931,-1.011625039,0.936320512,-1.071495031,0.14338453,0.03379881,3,0,-0.416472399,-0.388497316,0.883052895,-0.69696923,-0.10539415,-0.99237127,-0.76092945,-1.932813421,-1.246899635,-1.95265822,-0.297879506,-0.436514223,-0.210981546,-0.656624205,-0.463574692,-1.035180655,-1.03798943,0.66694558,0.96411671,0.307769218
-0.17543931,-0.020160369,2.138581306,-0.829941063,-0.12070823,0.48506359,1,-5,-0.650419503,-0.220755669,-2.192282543,-0.29584831,-1.0612514,-1.12849868,-1.05022533,-0.422155346,-0.461103371,-0.646778929,0.595242826,-0.792338113,-0.237134601,-0.575103568,-1.3062224,-0.236989927,-0.131583637,-1.687062837,-2.293240255,-0.643663876
-0.54557188,1.673310128,2.138792638,-1.026917998,0.46442295,0.12567289,1,0,-0.691571924,-0.275696118,-2.715354658,0.63832059,-1.17008095,-1.25454306,-1.30435569,0.111532113,-0.368880544,0.188469611,1.092206136,-1.002491828,-0.199187436,0.343375795,-0.3062224,-0.474488406,1.357262412,-2.898972774,-2.774650268,-0.857118721
-0.47978862,0.584455469,-1.088731936,1.444560056,0.07433549,0.12567289,2,-1.5,0.413936608,0.305009505,1.909506902,-1.23001722,0.36696866,2.13954247,1.6947614,0.230239769,0.178526742,-0.123310476,-0.813619163,0.789452721,-0.123233532,0.176002585,0.6937776,0.638267286,0.045436269,0.301859329,1.290258742,0.421148947
-3.08433975,0.971304302,-1.366898813,-0.829941063,-0.78886738,0.81432072,1,-6,-0.692471484,-0.230276252,-0.556326006,-0.29584831,-0.72040351,-1.24825171,-1.25557723,-1.285405567,-1.266673823,-1.285311767,0.289161867,-0.445956591,-0.967079293,-0.922347608,-1.3062224,-1.852250639,-0.12413447,-1.109460524,-1.8866776,-0.612401422
0.79419417,0.971304302,0.330897545,0.548202773,0.26937922,0.81432072,2.5,1.5,-0.416472399,-0.081023913,0.015469621,0.61771928,-0.51231699,0.5661886,-0.41532603,1.340595549,1.509975663,1.60256413,-0.918915811,0.095596962,-0.29193038,-0.656624205,-1.3062224,1.704900231,0.274192564,0.384323125,0.702485965,0.17203453
-0.84992119,1.647611977,0.967638779,2.411056171,0.64172571,0.12567289,1,-1.5,-0.61807206,-0.224699841,2.615497402,-0.26379268,0.24083357,-1.25982837,-1.26440711,0.358378132,0.136756556,0.20605272,-0.289682544,-0.408631905,0.879016265,2.343375795,1.6937776,-0.974060167,-0.301960014,-0.589656653,-0.753701209,-0.334622911
0.56482582,-1.398473871,-1.045329949,1.858795136,0.05659452,0.63945463,4,0,0.422883612,0.466538671,1.092898208,0.53534433,-0.14623016,1.05013278,0.78352106,-0.208604316,0.118755772,-0.085826112,-3.045685795,3.278600542,-1.276906911,-1.656624205,-2.3062224,0.896300522,-0.074890838,0.428664411,-1.139974462,-0.593021404
-0.17543931,-1.011625039,2.937173221,-1.026917998,-0.47531375,0.63945463,1,0,-0.692471484,-1.009413137,-2.715354658,-0.29584831,-1.11090248,-0.89885008,-0.45896223,-2.089613889,-1.239231107,-1.115107655,0.929413034,-0.872548555,0.957557902,0.343375795,1.6937776,-1.632565726,-0.75854449,-2.791751635,-2.370787682,-0.792501215
-0.17543931,-0.020160369,1.926381034,0.434223271,-0.47531375,-0.53284137,2.5,0,-0.17568648,0.572506914,1.110603468,-0.3005092,-0.97875916,0.77040075,0.56190282,-0.167026694,-0.793777949,-0.580948123,0.255075379,-0.143369612,-0.113371456,0.343375795,-0.3062224,-0.863198064,-0.812361885,-1.158494711,-1.974053409,-0.584641504
-0.17543931,1.962768972,0.15864525,-1.071495031,0.83676944,0.45493002,1,0,-0.692471484,-0.245298947,-2.597002593,0.04199129,-1.22575123,-1.196865,-1.16726934,-0.193040599,-1.330362817,-2.428678625,1.065611598,-0.96108228,0.472000596,0.135178905,-0.3062224,1.540114637,-0.75744033,-2.128356212,-2.304229832,-0.663709967
-0.17543931,1.962768972,2.952882081,-1.071495031,0.64172571,0.81432072,1,-1,-0.64943578,0.39475143,1.309063253,0.63832059,-1.17722487,-1.17900689,-1.18069901,-0.278245173,0.461597669,0.777607222,1.244114125,-1.017750347,1.561655858,4.343375795,3.418928371,-0.372393445,0.79602273,2.045262105,-0.910763393,-0.310608994
-0.17543931,-1.011625039,-2.664920031,-0.296347363,0.45413516,0.09553932,7,6,-0.650419503,0.852328514,1.092898208,0.63832059,1.54194324,-1.02943272,-0.97115206,0.714870727,1.736307493,1.71797109,0.895172494,-0.927480127,-0.515086473,-0.695774495,-1.3062224,0.524171126,1.258977054,3.613379155,5.5154725,1.749045557
-0.17543931,-1.011625039,-3.707453762,-1.071495031,-1.2377477,0.54777376,2,-6,-0.692471484,-1.244490859,1.092898208,-1.23001722,-1.23600475,-1.25703804,-1.25803649,-2.550555218,-0.311881876,-1.674045325,0.252268812,-0.607796171,-1.894986985,-1.656624205,-2.09236333,-2.576753399,-0.458417731,-2.898972774,-2.774650268,-0.857118721
-0.17543931,1.962768972,3.041144558,-0.829941063,0.83676944,0.81432072,1,0,-0.692315033,0.780944038,-2.765734595,0.61771928,1.58328413,-0.94255945,-0.56284848,2.517441073,0.739615388,0.757037379,1.13976633,-0.979158247,0.731839913,0.258428816,-0.3062224,2.373504568,1.474633354,3.846675645,4.901126941,1.607116298
-1.4402244,0.366688464,0.349253899,-1.026917998,0.83676944,0.12567289,1,-1,-0.626320288,-0.866266609,-1.861145085,0.50075385,0.29125992,-1.17194445,-1.22193979,-0.487471564,-0.429349342,-0.027746364,1.069042489,-0.945774216,0.991052023,0.975717607,1.3289991,-0.329101054,-0.140191346,-0.888687236,-1.78191687,-0.609680054
-3.08433975,1.962768972,1.856537973,-1.071495031,-0.47811675,0.81432072,1,-1,-0.692471484,-1.048493874,-2.099929145,-0.08426638,-1.23600475,-1.2722733,-1.29282012,-1.56956259,-1.068616338,-1.974691081,0.896785389,-0.90429731,-0.201055279,-1.656624205,-2.3062224,-2.457297132,0.405947961,-2.898972774,-2.774650268,-0.857118721
-1.81035696,-0.020160369,0.652732037,-1.071495031,0.26937922,0.63945463,1,-2,-0.692315033,-0.374334984,3.364973726,0.63832059,-1.22575123,-1.27073235,-1.29215266,-1.877516843,-2.042979272,-1.621151125,1.108890608,-0.984721979,0.85932811,0.343375795,1.6937776,-2.167463497,-0.257505804,-2.622606054,-1.762141414,-0.769330526
0.48984486,-0.722166195,-0.644894465,-1.026917998,-0.47811675,-0.26385138,2.5,-3.5,-0.585084498,-0.590283855,-1.579316899,0.61771928,0.82435525,-1.24132345,-1.22215854,-1.2890118,-0.109145523,-0.235904837,-0.123437655,1.937537938,-0.044216264,-0.656624205,-0.3062224,-0.810796806,0.41514334,-2.159624009,-1.809539047,-1.123860952
